,SalePrice
1366,138398.756952392
1367,228543.93387580063
1368,176698.44261208407
1369,250267.41670313093
1370,173506.3978805343
1371,239251.59143432192
1372,291517.93963775143
1373,215370.25994451833
1374,214322.47654729531
1375,185483.01246437634
1376,169315.89441566315
1377,155045.66993167246
1378,181525.65553027327
1379,191536.24574628207
1380,200565.7146354716
1381,224448.66168021644
1382,156686.67762833403
1383,154333.5504079058
1384,127660.5842044331
1385,206754.0277763743
1386,202660.47272471568
1387,212887.03444285458
1388,212963.8876692635
1389,284309.02243523556
1390,223839.78302390355
1391,252386.19105612815
1392,249622.69538720872
1393,145184.09385809783
1394,192630.48836953932
1395,200572.28992342582
1396,184926.7949390825
1397,198532.6587462633
1398,116197.99174871168
1399,116115.23975134437
1400,125449.82852209867
1401,171438.77392711426
1402,119478.46170429482
1403,233870.22914524106
1404,135513.16029974865
1405,144740.9463515163
1406,92377.01103902554
1407,92087.20751235708
1408,110025.92897146665
1409,130854.11872911622
1410,92629.82117977733
1411,53692.81817601506
1412,104821.43081290725
1413,149973.18484150653
1414,128863.31986879246
1415,157871.40147228923
1416,145901.55273461502
1417,175995.79346052633
1418,144268.59364651042
1419,103281.17871178027
1420,151860.02947066282
1421,183278.75316505524
1422,203504.46312467012
1423,210762.4898656767
1424,193420.78339678465
1425,214105.523198859
1426,95991.53734393932
1427,131926.4669689318
1428,63290.752320823805
1429,82905.7908823458
1430,139544.9283404231
1431,38762.94677511051
1432,73491.13342190927
1433,45476.8535437108
1434,292578.5839610367
1435,249903.59768590974
1436,197403.0236366284
1437,160536.62694437522
1438,209390.4449872952
1439,159305.46326395994
1440,230472.01466807912
1441,183435.91256762785
1442,367062.6897649952
1443,377023.1007123728
1444,109676.52545775627
1445,192709.8980849143
1446,115425.82525696204
1447,128953.24773366301
1448,147698.07469678615
1449,82107.22475399505
1450,83665.19518342752
1451,156254.0129803018
1452,84653.46620712923
1453,78755.98687459643
1454,83184.32990387223
1455,83815.27793976123
1456,162029.1784495384
1457,117297.77872687676
1458,207030.1008144484
