MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OverallCond,OverallQual,PavedDrive,RoofMatl,SaleCondition,SalePrice,SaleType,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold
BrkFace,None,0,3,BrDale,5,6,Y,CompShg,Family,88000.0,WD,Pave,6,525.0,0,1971,2010
BrkFace,None,0,8,NAmes,7,5,Y,CompShg,Normal,145500.0,WD,Pave,5,1053.0,0,1959,2008
None,None,0,2,Crawfor,6,7,P,CompShg,Normal,149000.0,WD,Pave,6,776.0,0,1931,2008
None,None,0,1,NAmes,5,6,Y,CompShg,Abnorml,97500.0,WD,Pave,6,912.0,192,1948,2010
None,None,0,3,Edwards,7,5,Y,CompShg,Normal,167000.0,WD,Pave,7,1486.0,0,1964,2009
BrkFace,None,0,11,NWAmes,7,7,Y,CompShg,Normal,197900.0,WD,Pave,7,793.0,0,1976,2007
BrkFace,None,0,7,NoRidge,7,8,Y,CompShg,Normal,402000.0,WD,Pave,8,1629.0,517,1994,2009
BrkFace,None,0,7,NAmes,3,6,Y,CompShg,Normal,110000.0,WD,Pave,5,1392.0,0,1968,2009
None,None,0,4,Edwards,5,4,Y,CompShg,Normal,137500.0,WD,Pave,6,1138.0,0,1972,2008
None,None,0,1,Somerst,5,8,Y,CompShg,Partial,423000.0,New,Pave,8,2077.0,192,2005,2006
BrkFace,None,0,11,Gilbert,5,8,Y,CompShg,Normal,230500.0,WD,Pave,7,1406.0,188,2000,2006
BrkCmn,None,0,8,NAmes,5,6,Y,Tar&Grv,Abnorml,129000.0,WD,Pave,7,1021.0,0,1965,2007
BrkFace,None,0,10,SawyerW,5,6,Y,CompShg,Normal,193500.0,WD,Pave,7,1408.0,224,1994,2008
None,None,0,11,Sawyer,6,5,Y,CompShg,Normal,168000.0,WD,Pave,6,1188.0,304,1956,2006
None,None,0,7,Crawfor,5,4,Y,CompShg,Normal,137500.0,WD,Pave,5,700.0,0,1922,2006
None,None,0,2,CollgCr,5,6,Y,CompShg,Normal,173500.0,WD,Pave,7,738.0,100,2005,2009
None,None,0,7,Edwards,6,6,Y,CompShg,Normal,103600.0,WD,Pave,6,672.0,147,1925,2009
None,None,0,6,Veenker,6,6,Y,CompShg,Normal,165000.0,WD,Pave,6,1208.0,198,1977,2006
BrkFace,None,0,6,Crawfor,7,6,Y,CompShg,Normal,257500.0,WD,Pave,7,1477.0,0,1957,2007
None,None,0,7,NAmes,6,6,Y,CompShg,Normal,140000.0,WD,Pave,5,1136.0,426,1965,2008
None,None,0,4,NPkVill,6,6,Y,CompShg,Normal,148500.0,WD,Pave,7,855.0,28,1978,2009
None,None,0,5,OldTown,2,4,N,CompShg,Normal,87000.0,WD,Pave,8,1095.0,0,1900,2006
None,None,0,5,OldTown,8,5,N,CompShg,Normal,109500.0,WD,Pave,5,768.0,316,1924,2009
Stone,None,0,7,StoneBr,5,8,Y,CompShg,Partial,372500.0,New,Pave,7,2046.0,322,2008,2009
BrkFace,None,0,10,Sawyer,5,5,Y,CompShg,Normal,128500.0,WD,Pave,5,988.0,0,1961,2007
None,None,0,5,SawyerW,5,6,Y,CompShg,Normal,143000.0,WD,Pave,5,923.0,80,1980,2010
None,None,0,7,SWISU,5,5,Y,CompShg,Abnorml,159434.0,WD,Pave,6,793.0,0,1932,2009
None,None,0,11,ClearCr,5,6,Y,CompShg,Normal,173000.0,WD,Pave,6,1291.0,307,1996,2008
Stone,None,0,7,CollgCr,5,9,Y,CompShg,Normal,285000.0,WD,Pave,7,1626.0,257,2002,2007
BrkFace,None,0,6,NoRidge,5,7,Y,CompShg,Normal,221000.0,WD,Pave,7,1195.0,0,1998,2010
None,None,0,9,StoneBr,5,7,Y,CompShg,Normal,207500.0,WD,Pave,6,1190.0,219,1984,2007
None,None,0,8,Somerst,6,7,Y,CompShg,Partial,227875.0,New,Pave,7,874.0,144,2007,2007
None,None,0,3,Somerst,5,7,Y,CompShg,Normal,148800.0,WD,Pave,4,551.0,0,2004,2007
BrkFace,None,0,10,StoneBr,6,8,Y,CompShg,Partial,392000.0,New,Pave,7,1419.0,140,2007,2007
Stone,None,0,6,NridgHt,5,6,Y,CompShg,Normal,194700.0,WD,Pave,6,1362.0,192,2005,2007
BrkFace,None,0,5,CollgCr,5,6,Y,CompShg,Normal,141000.0,WD,Pave,3,848.0,149,2004,2008
BrkFace,None,0,1,NoRidge,6,10,Y,WdShngl,Normal,755000.0,WD,Pave,10,2444.0,382,1994,2007
BrkFace,None,0,4,Timber,5,7,Y,CompShg,Normal,335000.0,WD,Pave,9,1210.0,320,1989,2006
None,None,0,12,OldTown,6,5,Y,CompShg,Abnorml,108480.0,WD,Pave,4,1073.0,0,1921,2006
None,None,0,4,BrkSide,6,5,Y,CompShg,Normal,141500.0,WD,Pave,5,927.0,112,1936,2009
BrkFace,None,0,7,Timber,6,6,Y,CompShg,Normal,176000.0,WD,Pave,5,1112.0,125,1987,2006
None,None,0,6,BrkSide,7,5,Y,CompShg,Normal,89000.0,WD,Pave,4,616.0,0,1921,2006
None,None,0,9,Edwards,7,5,Y,CompShg,Normal,123500.0,WD,Pave,6,980.0,0,1952,2006
None,None,0,4,Sawyer,8,5,Y,CompShg,Normal,138500.0,WD,Pave,5,894.0,416,1965,2010
None,None,0,7,Somerst,5,7,Y,CompShg,Normal,196000.0,WD,Pave,5,1391.0,156,2004,2008
BrkFace,None,0,5,Timber,5,8,Y,CompShg,Normal,312500.0,WD,Pave,7,1800.0,270,2002,2006
BrkFace,None,0,7,NWAmes,5,7,Y,CompShg,Normal,140000.0,COD,Pave,6,1164.0,0,1969,2006
BrkFace,None,0,7,StoneBr,5,8,Y,CompShg,Partial,361919.0,New,Pave,10,1234.0,324,2006,2006
None,None,0,5,OldTown,9,5,N,CompShg,Normal,140000.0,WD,Pave,8,360.0,344,1900,2010
BrkFace,None,0,5,CollgCr,5,7,Y,CompShg,Normal,213000.0,WD,Pave,7,1473.0,0,2004,2010
None,Othr,3500,7,IDOTRR,5,4,N,CompShg,Normal,55000.0,WD,Pave,7,0.0,0,1930,2010
Stone,None,0,6,ClearCr,5,7,Y,CompShg,Normal,302000.0,WD,Pave,5,1643.0,380,1971,2007
BrkFace,None,0,12,NridgHt,5,8,Y,CompShg,Normal,254000.0,WD,Pave,6,1324.0,192,2006,2009
None,None,0,7,Gilbert,5,7,Y,CompShg,Partial,179540.0,New,Pave,8,728.0,100,2007,2007
BrkCmn,None,0,12,Sawyer,7,5,Y,CompShg,Abnorml,109900.0,WD,Pave,6,876.0,0,1966,2008
None,None,0,7,BrkSide,6,3,N,CompShg,Normal,52000.0,WD,Pave,5,270.0,0,1935,2008
None,None,0,1,IDOTRR,7,4,N,CompShg,Abnorml,102776.0,WD,Pave,7,859.0,68,1900,2010
None,None,0,10,StoneBr,5,8,Y,CompShg,Normal,189000.0,WD,Pave,5,1228.0,168,1988,2008
BrkFace,None,0,5,BrkSide,5,4,Y,CompShg,Normal,129000.0,WD,Pave,6,960.0,0,1970,2006
BrkFace,None,0,3,Sawyer,8,6,Y,CompShg,Normal,130500.0,WD,Pave,6,725.0,0,1976,2010
BrkFace,None,0,8,NWAmes,5,6,Y,CompShg,Normal,165000.0,WD,Pave,7,1064.0,0,1974,2009
None,None,0,7,OldTown,8,7,P,CompShg,Normal,159500.0,WD,Pave,8,718.0,0,1890,2007
None,None,0,11,NWAmes,6,5,Y,CompShg,Normal,157000.0,WD,Pave,5,1176.0,224,1973,2008
BrkFace,None,0,8,NoRidge,5,7,Y,CompShg,Normal,341000.0,WD,Pave,9,1311.0,250,1993,2008
None,None,0,5,CollgCr,6,5,Y,CompShg,Normal,128500.0,WD,Pave,5,971.0,0,1969,2006
None,None,0,12,StoneBr,5,8,Y,CompShg,Normal,275000.0,WD,Pave,5,1742.0,114,1985,2006
BrkFace,None,0,5,CollgCr,5,6,Y,CompShg,Normal,143000.0,WD,Pave,3,848.0,160,2004,2010
None,None,0,7,NAmes,7,4,Y,CompShg,Normal,124500.0,WD,Pave,5,864.0,0,1970,2009
None,None,0,5,Edwards,6,4,Y,CompShg,Normal,135000.0,WD,Pave,7,941.0,0,1954,2008
Stone,None,0,2,Edwards,5,9,Y,CompShg,Normal,320000.0,WD,Pave,8,1698.0,327,2007,2009
None,Shed,500,11,NAmes,6,4,Y,CompShg,Normal,120500.0,WD,Pave,5,864.0,96,1970,2009
BrkFace,None,0,12,Crawfor,9,6,Y,CompShg,Normal,222000.0,WD,Pave,5,880.0,292,1988,2009
Stone,None,0,2,CollgCr,5,7,Y,CompShg,Normal,194500.0,WD,Pave,6,1232.0,132,2007,2009
BrkFace,None,0,7,NAmes,5,5,Y,CompShg,Abnorml,110000.0,COD,Pave,9,1584.0,0,1958,2009
None,None,0,1,IDOTRR,5,4,Y,CompShg,Normal,103000.0,WD,Pave,5,780.0,0,1925,2009
None,None,0,3,StoneBr,5,8,Y,CompShg,Normal,236500.0,WD,Pave,5,1595.0,237,1995,2010
BrkFace,None,0,5,Timber,5,7,Y,CompShg,Normal,187500.0,WD,Pave,6,868.0,160,2003,2007
BrkFace,None,0,7,CollgCr,5,7,Y,CompShg,Normal,222500.0,WD,Pave,8,1153.0,192,1998,2008
None,Shed,400,3,Sawyer,6,5,Y,CompShg,Normal,131400.0,WD,Pave,6,864.0,165,1961,2009
None,None,0,5,Sawyer,5,5,Y,CompShg,Family,108000.0,WD,Pave,6,948.0,147,1968,2007
None,None,0,10,OldTown,7,7,N,CompShg,Normal,163000.0,WD,Pave,6,880.0,0,1914,2006
None,None,0,7,NAmes,4,3,Y,CompShg,Normal,93500.0,WD,Pave,6,0.0,0,1950,2006
None,None,0,6,Gilbert,5,8,Y,CompShg,Normal,239900.0,WD,Pave,8,893.0,0,2005,2006
None,None,0,3,Edwards,5,5,Y,CompShg,Alloca,179000.0,WD,Pave,5,1200.0,120,1987,2009
None,None,0,4,CollgCr,5,7,Y,CompShg,Normal,190000.0,WD,Pave,7,864.0,187,2004,2009
None,None,0,5,OldTown,7,5,Y,CompShg,Abnorml,132000.0,WD,Pave,7,264.0,270,1910,2007
None,None,0,5,Sawyer,8,6,Y,CompShg,Normal,142000.0,WD,Pave,5,912.0,168,1961,2008
BrkFace,None,0,12,SawyerW,5,7,Y,CompShg,Normal,179000.0,WD,Pave,6,1349.0,120,2000,2007
None,None,0,10,Sawyer,6,5,Y,CompShg,Normal,175000.0,WD,Pave,6,520.0,302,1963,2009
None,None,0,10,StoneBr,5,8,Y,CompShg,Normal,180000.0,WD,Pave,5,1337.0,96,1993,2008
BrkFace,None,0,7,NWAmes,9,8,Y,CompShg,Normal,299800.0,WD,Pave,11,1142.0,0,1976,2008
None,None,0,4,Gilbert,5,7,Y,CompShg,Normal,236000.0,WD,Pave,8,952.0,224,2000,2009
None,None,0,5,OldTown,7,7,N,CompShg,Normal,265979.0,WD,Pave,8,1240.0,181,1880,2009
BrkFace,None,0,3,NoRidge,5,7,Y,CompShg,Normal,260400.0,WD,Pave,7,1720.0,240,1996,2010
None,None,0,4,Edwards,3,4,N,CompShg,Normal,98000.0,WD,Pave,9,0.0,92,1945,2009
None,None,0,6,OldTown,7,4,N,CompShg,Normal,96500.0,WD,Pave,7,576.0,0,1910,2010
None,None,0,8,Gilbert,5,7,Y,CompShg,Normal,162000.0,WD,Pave,6,660.0,0,2003,2007
None,None,0,7,CollgCr,5,6,Y,CompShg,Normal,217000.0,WD,Pave,6,1479.0,168,1997,2006
BrkFace,None,0,3,NridgHt,5,8,Y,CompShg,Normal,275500.0,WD,Pave,8,1030.0,192,2005,2006
None,None,0,7,NAmes,8,6,Y,CompShg,Normal,156000.0,WD,Pave,5,1026.0,171,1969,2009
BrkFace,None,0,3,Somerst,5,6,Y,CompShg,Normal,172500.0,WD,Pave,6,729.0,0,1999,2009
None,None,0,4,CollgCr,5,8,Y,CompShg,Normal,212000.0,WD,Pave,7,866.0,144,2007,2009
BrkCmn,None,0,4,Sawyer,5,6,Y,CompShg,Abnorml,158900.0,WD,Pave,6,672.0,335,1978,2010
BrkFace,None,0,8,Somerst,5,7,Y,CompShg,Normal,179400.0,WD,Pave,6,744.0,0,1999,2008
BrkFace,None,0,11,NoRidge,5,8,Y,CompShg,Normal,290000.0,WD,Pave,9,1318.0,222,1995,2007
None,Shed,450,10,NAmes,6,6,Y,CompShg,Normal,127500.0,WD,Pave,5,864.0,0,1959,2009
None,None,0,10,BrkSide,5,5,Y,CompShg,Normal,100000.0,WD,Pave,5,1145.0,0,1924,2009
None,None,0,6,Somerst,5,7,Y,CompShg,Normal,215200.0,Con,Pave,7,756.0,169,2009,2010
BrkFace,None,0,7,NoRidge,5,8,Y,CompShg,Normal,337000.0,WD,Pave,8,1252.0,0,1999,2009
None,None,0,4,Veenker,5,8,Y,CompShg,Normal,270000.0,WD,Pave,6,1494.0,0,1995,2006
Stone,None,0,8,Somerst,5,9,Y,CompShg,Partial,264132.0,New,Pave,6,1498.0,0,2008,2008
BrkFace,Shed,500,3,NWAmes,5,7,Y,CompShg,Normal,196500.0,WD,Pave,7,980.0,228,1988,2010
None,Shed,1300,7,Mitchel,7,6,Y,CompShg,Normal,160000.0,WD,Pave,7,983.0,245,1940,2008
None,None,0,10,CollgCr,5,7,Y,CompShg,Normal,216837.0,WD,Pave,8,1860.0,120,2004,2006
BrkFace,None,0,6,StoneBr,5,8,Y,CompShg,Normal,538000.0,WD,Pave,12,1650.0,503,2003,2010
None,None,0,4,Sawyer,5,5,Y,CompShg,Normal,134900.0,WD,Pave,5,858.0,120,1982,2009
None,None,0,4,Edwards,5,4,Y,CompShg,Normal,102000.0,COD,Pave,6,836.0,0,1951,2006
None,None,0,3,Edwards,5,6,Y,CompShg,Abnorml,107000.0,WD,Pave,6,1029.0,144,1976,2010
None,None,0,7,NAmes,5,5,Y,CompShg,Normal,114500.0,COD,Pave,5,912.0,0,1958,2007
BrkFace,None,0,7,NridgHt,5,8,Y,CompShg,Partial,395000.0,New,Pave,9,1935.0,315,2006,2007
BrkFace,None,0,6,Mitchel,5,6,Y,CompShg,Normal,162000.0,WD,Pave,5,1204.0,0,1998,2009
BrkFace,None,0,7,CollgCr,5,7,Y,CompShg,Partial,221500.0,New,Pave,7,1614.0,144,2005,2006
None,None,0,6,Sawyer,5,5,Y,CompShg,Normal,142500.0,WD,Pave,5,864.0,241,1974,2006
BrkFace,None,0,10,SawyerW,5,5,Y,CompShg,Normal,144000.0,WD,Pave,10,0.0,0,1977,2007
BrkFace,None,0,5,Mitchel,5,6,Y,CompShg,Normal,135000.0,WD,Pave,4,975.0,0,1977,2006
BrkFace,None,0,6,Gilbert,5,7,Y,CompShg,Normal,176000.0,WD,Pave,6,1237.0,220,1995,2007
None,None,0,7,SawyerW,5,6,Y,CompShg,Normal,175900.0,WD,Pave,7,761.0,0,1992,2006
None,None,0,6,CollgCr,5,7,Y,CompShg,Normal,187100.0,WD,Pave,6,1413.0,0,2001,2009
BrkFace,None,0,7,Mitchel,6,5,Y,CompShg,Normal,165500.0,WD,Pave,4,1097.0,303,1978,2009
None,None,0,6,OldTown,6,6,Y,CompShg,Normal,128000.0,WD,Pave,9,742.0,0,1914,2008
None,None,0,9,NWAmes,5,6,Y,CompShg,Normal,161500.0,WD,Pave,7,1372.0,0,1967,2009
None,Shed,1200,6,OldTown,6,5,Y,CompShg,Normal,139000.0,WD,Pave,7,686.0,0,1915,2010
None,None,0,1,SawyerW,5,7,Y,CompShg,Normal,233000.0,WD,Pave,8,956.0,0,2004,2010
None,None,0,8,OldTown,7,4,Y,CompShg,Normal,107900.0,WD,Pave,4,901.0,0,1954,2008
BrkFace,None,0,7,ClearCr,8,6,Y,CompShg,Normal,187500.0,WD,Pave,9,832.0,133,1966,2007
BrkFace,None,0,9,Blmngtn,5,7,Y,CompShg,Normal,160200.0,WD,Pave,5,1145.0,100,2005,2009
None,None,0,5,Mitchel,5,6,Y,CompShg,Normal,146800.0,WD,Pave,5,1029.0,120,1976,2007
None,None,0,6,NoRidge,5,7,Y,CompShg,Normal,269790.0,WD,Pave,8,1117.0,180,1996,2007
Stone,None,0,6,Somerst,5,8,Y,CompShg,Partial,225000.0,New,Pave,7,1496.0,168,2007,2007
None,Shed,500,10,Gilbert,5,7,Y,CompShg,Normal,194500.0,WD,Pave,7,712.0,143,1994,2008
BrkFace,None,0,4,SawyerW,6,6,Y,CompShg,Normal,171000.0,WD,Pave,7,650.0,0,1980,2010
BrkFace,None,0,4,Sawyer,5,6,Y,CompShg,Normal,143500.0,WD,Pave,7,660.0,138,1977,2007
None,None,0,4,NAmes,5,5,Y,CompShg,Abnorml,110000.0,WD,Pave,4,773.0,0,1953,2008
Stone,None,0,7,NridgHt,5,9,Y,CompShg,Partial,485000.0,New,Pave,11,1926.0,144,2008,2009
BrkFace,None,0,6,SWISU,7,5,Y,CompShg,Normal,175000.0,WD,Pave,7,731.0,0,1937,2007
None,Shed,400,5,ClearCr,5,6,Y,CompShg,Normal,200000.0,WD,Pave,8,616.0,403,1997,2008
None,None,0,7,IDOTRR,7,4,Y,CompShg,Normal,109900.0,WD,Pave,5,1196.0,0,1916,2007
None,None,0,10,CollgCr,5,7,Y,CompShg,Normal,189000.0,WD,Pave,7,728.0,36,2005,2008
Stone,None,0,1,NridgHt,5,9,Y,CompShg,Partial,582933.0,New,Pave,12,1734.0,52,2008,2009
None,None,0,6,NAmes,5,5,Y,CompShg,Family,118000.0,WD,Pave,5,936.0,0,1954,2006
Stone,None,0,7,Somerst,5,7,Y,CompShg,Partial,227680.0,New,Pave,6,1417.0,0,2008,2008
None,None,0,10,NAmes,5,5,Y,CompShg,Normal,135500.0,WD,Pave,6,980.0,68,1967,2006
None,None,0,5,BrkSide,6,5,Y,CompShg,Normal,223500.0,WD,Pave,6,1324.0,0,1923,2009
BrkFace,None,0,6,NAmes,5,5,Y,CompShg,Normal,159950.0,WD,Pave,6,1024.0,0,1966,2006
None,None,0,11,OldTown,5,5,N,CompShg,Normal,106000.0,WD,Pave,11,849.0,40,1898,2009
BrkFace,None,0,1,NWAmes,6,6,Y,CompShg,Normal,181000.0,WD,Pave,5,1040.0,265,1974,2006
BrkFace,None,0,6,CollgCr,5,6,Y,CompShg,Normal,144500.0,ConLD,Pave,4,848.0,140,2004,2008
None,Shed,54,6,IDOTRR,5,5,N,CompShg,Alloca,55993.0,WD,Grvl,4,540.0,0,1952,2010
BrkFace,Shed,500,4,NAmes,6,6,Y,CompShg,Normal,157900.0,COD,Pave,7,1442.0,0,1958,2007
None,None,0,7,Edwards,7,5,P,CompShg,Normal,116000.0,WD,Pave,7,686.0,207,1918,2006
BrkFace,None,0,5,CollgCr,5,7,Y,CompShg,Normal,224900.0,WD,Pave,6,1649.0,0,1998,2010
None,None,0,7,NAmes,6,5,Y,CompShg,Normal,137000.0,WD,Pave,4,1008.0,0,1954,2006
BrkFace,None,0,7,Mitchel,5,8,Y,CompShg,Normal,271000.0,WD,Pave,7,1568.0,150,2002,2008
BrkFace,None,0,6,ClearCr,7,6,Y,CompShg,Normal,155000.0,WD,Pave,6,1010.0,0,1971,2010
Stone,None,0,6,NridgHt,5,7,Y,CompShg,Partial,224000.0,New,Pave,6,1358.0,192,2009,2010
None,None,0,6,CollgCr,5,7,Y,CompShg,Normal,183000.0,WD,Pave,6,798.0,0,2003,2008
None,None,0,2,OldTown,4,4,Y,CompShg,Normal,93000.0,WD,Pave,4,936.0,0,1953,2009
None,None,0,10,Gilbert,5,7,Y,CompShg,Family,225000.0,WD,Pave,7,847.0,100,2003,2007
None,None,0,7,SWISU,7,6,Y,CompShg,Normal,139500.0,WD,Pave,7,778.0,335,1940,2009
None,None,0,6,Somerst,5,8,Y,CompShg,Partial,232600.0,New,Pave,7,1489.0,0,2006,2006
BrkFace,None,0,6,NridgHt,5,10,Y,CompShg,Partial,385000.0,New,Pave,7,2078.0,188,2007,2008
None,None,0,5,BrkSide,6,5,Y,CompShg,Normal,109500.0,WD,Pave,5,784.0,0,1924,2008
None,None,0,4,SawyerW,5,7,Y,CompShg,Normal,189000.0,WD,Pave,6,1454.0,290,2001,2009
None,None,0,6,ClearCr,5,5,Y,Tar&Grv,Abnorml,185000.0,WD,Pave,7,1013.0,486,1967,2009
None,None,0,7,Somerst,5,7,Y,CompShg,Normal,147400.0,WD,Pave,4,600.0,0,2005,2006
BrkFace,None,0,6,NAmes,5,6,Y,CompShg,Normal,166000.0,WD,Pave,6,1392.0,0,1957,2008
None,None,0,6,Somerst,5,7,Y,CompShg,Normal,151000.0,WD,Pave,4,600.0,0,2005,2006
BrkFace,None,0,1,CollgCr,6,7,Y,CompShg,Normal,237000.0,WD,Pave,7,941.0,192,2003,2010
BrkFace,None,0,2,NAmes,6,6,Y,CompShg,Normal,167000.0,WD,Pave,6,1516.0,0,1964,2009
BrkFace,None,0,9,NAmes,6,5,Y,CompShg,Normal,139950.0,WD,Pave,6,1144.0,0,1961,2008
None,None,0,2,Sawyer,7,4,Y,CompShg,Normal,128000.0,WD,Pave,4,1067.0,290,1950,2010
None,None,0,6,OldTown,6,5,Y,CompShg,Normal,153500.0,COD,Pave,5,1559.0,0,1948,2007
BrkFace,None,0,11,BrDale,5,6,Y,CompShg,Normal,100000.0,WD,Pave,5,483.0,0,1973,2008
None,None,0,6,CollgCr,6,5,Y,CompShg,Normal,144000.0,WD,Pave,6,1099.0,278,1995,2008
None,None,0,5,Edwards,6,5,Y,CompShg,Normal,130500.0,WD,Pave,6,768.0,0,1946,2008
None,None,0,3,SWISU,8,6,P,CompShg,Normal,140000.0,WD,Pave,7,672.0,0,1925,2008
None,None,0,6,OldTown,8,5,P,CompShg,Normal,157500.0,WD,Pave,8,650.0,70,1904,2008
BrkFace,None,0,5,NAmes,7,6,Y,CompShg,Normal,174900.0,WD,Pave,6,1127.0,0,1966,2008
None,None,0,7,NAmes,4,5,Y,CompShg,Normal,141000.0,WD,Pave,10,1800.0,0,1961,2007
None,None,0,6,OldTown,8,5,Y,CompShg,Normal,153900.0,WD,Pave,7,876.0,418,1915,2008
None,None,0,1,Sawyer,5,5,Y,CompShg,Normal,171000.0,WD,Pave,6,1390.0,0,1975,2007
BrkFace,None,0,7,SawyerW,5,7,Y,CompShg,Normal,213000.0,WD,Pave,7,740.0,234,1993,2009
None,None,0,8,CollgCr,6,5,Y,CompShg,Normal,133500.0,WD,Pave,5,864.0,0,1972,2009
None,None,0,9,ClearCr,8,6,Y,CompShg,Normal,240000.0,WD,Pave,10,907.0,486,1908,2008
BrkFace,None,0,8,Veenker,7,6,Y,CompShg,Normal,187000.0,WD,Pave,7,528.0,113,1976,2007
BrkFace,None,0,11,CollgCr,5,6,Y,CompShg,Normal,131500.0,WD,Pave,3,848.0,140,2003,2007
BrkFace,None,0,5,Blmngtn,5,8,Y,CompShg,Normal,215000.0,WD,Pave,7,1273.0,143,2003,2006
None,None,0,8,Crawfor,5,7,Y,CompShg,Normal,164000.0,WD,Pave,7,918.0,0,1941,2007
BrkFace,None,0,8,NAmes,6,6,Y,CompShg,Normal,158000.0,WD,Pave,7,1127.0,180,1964,2009
None,None,0,7,Sawyer,4,5,Y,CompShg,Abnorml,170000.0,WD,Pave,6,1763.0,0,1955,2006
None,None,0,4,Sawyer,8,5,Y,CompShg,Normal,127000.0,WD,Pave,6,1040.0,0,1962,2010
None,None,0,10,CollgCr,6,6,Y,CompShg,Normal,147000.0,WD,Pave,5,940.0,0,1978,2008
None,None,0,3,Gilbert,5,6,Y,CompShg,Normal,174000.0,WD,Pave,6,702.0,0,1994,2009
BrkFace,None,0,6,NWAmes,5,7,Y,CompShg,Family,152000.0,WD,Pave,6,1090.0,0,1976,2009
BrkFace,None,0,8,NWAmes,7,6,Y,CompShg,Normal,250000.0,WD,Pave,9,1054.0,0,1968,2006
None,None,0,6,Crawfor,8,7,Y,CompShg,Normal,189950.0,WD,Pave,7,912.0,0,1918,2007
None,None,0,4,Sawyer,4,5,Y,CompShg,Normal,131500.0,WD,Pave,6,1039.0,0,1965,2010
None,None,0,5,SawyerW,5,6,Y,CompShg,Normal,152000.0,WD,Pave,6,1040.0,0,1984,2010
None,None,0,7,NAmes,5,5,Y,CompShg,Normal,132500.0,WD,Pave,6,1148.0,0,1959,2009
None,None,0,5,Somerst,5,7,Y,CompShg,Partial,250580.0,New,Pave,6,1372.0,0,2007,2008
BrkFace,None,0,8,NAmes,6,5,Y,CompShg,Normal,148500.0,WD,Pave,5,1002.0,0,1970,2009
Stone,None,0,11,Timber,5,8,Y,CompShg,Partial,248900.0,New,Pave,6,1638.0,192,2006,2007
None,Shed,400,5,Sawyer,5,4,Y,CompShg,Normal,129000.0,WD,Pave,5,1040.0,168,1961,2007
None,None,0,5,Gilbert,6,5,P,CompShg,Normal,169000.0,WD,Pave,7,0.0,120,1948,2006
BrkFace,None,0,6,SawyerW,5,7,Y,CompShg,Normal,236000.0,WD,Pave,8,1050.0,156,1993,2010
None,None,0,8,NAmes,5,5,Y,CompShg,Normal,109500.0,WD,Pave,5,894.0,0,1962,2009
BrkFace,None,0,6,CollgCr,5,6,Y,CompShg,Normal,200500.0,WD,Pave,7,804.0,0,1998,2010
None,None,0,10,NAmes,7,5,Y,CompShg,Normal,116000.0,WD,Pave,5,105.0,196,1953,2008
None,Othr,0,9,NAmes,7,5,Y,CompShg,Normal,133000.0,WD,Pave,6,832.0,0,1949,2009
None,None,0,8,OldTown,6,5,Y,CompShg,Abnorml,66500.0,WD,Pave,5,676.0,26,1941,2009
None,None,0,8,Somerst,5,8,Y,CompShg,Partial,303477.0,New,Pave,11,1184.0,208,2007,2007
None,None,0,1,Mitchel,5,4,Y,CompShg,Normal,132250.0,WD,Pave,5,1064.0,0,1963,2007
Stone,None,0,6,NridgHt,5,9,Y,CompShg,Normal,350000.0,WD,Pave,10,1462.0,184,2004,2009
None,Shed,400,6,Sawyer,7,5,Y,CompShg,Normal,148000.0,WD,Pave,6,1109.0,192,1961,2010
BrkFace,None,0,7,CollgCr,8,5,Y,CompShg,Normal,136500.0,WD,Pave,6,864.0,0,1978,2009
None,None,0,6,Edwards,5,5,Y,CompShg,Normal,157000.0,WD,Pave,5,1090.0,0,2005,2007
BrkFace,None,0,4,Timber,5,7,Y,CompShg,Normal,187500.0,WD,Pave,7,1156.0,168,1990,2007
None,None,0,12,Gilbert,5,6,Y,CompShg,Normal,178000.0,WD,Pave,7,808.0,342,1992,2009
None,None,0,3,SWISU,5,4,Y,CompShg,Normal,118500.0,WD,Pave,10,795.0,0,1912,2006
BrkFace,None,0,7,NAmes,5,5,Y,CompShg,Normal,100000.0,WD,Pave,5,892.0,0,1967,2009
BrkFace,None,0,1,Somerst,5,9,Y,CompShg,Abnorml,328900.0,CWD,Pave,5,1698.0,97,1999,2008
BrkFace,None,0,6,NAmes,5,5,Y,CompShg,Family,145000.0,WD,Pave,8,1626.0,272,1959,2006
None,None,0,4,Edwards,7,5,Y,CompShg,Normal,135500.0,WD,Pave,8,816.0,121,1955,2008
None,None,0,10,NAmes,6,8,Y,Tar&Grv,Normal,268000.0,WD,Pave,8,2217.0,81,1970,2007
BrkFace,None,0,2,NAmes,4,6,Y,CompShg,Normal,149500.0,WD,Pave,6,1505.0,0,1953,2009
None,Shed,2000,7,NAmes,7,5,Y,CompShg,Normal,122900.0,WD,Pave,6,672.0,0,1949,2007
BrkFace,None,0,7,Sawyer,5,6,Y,CompShg,Normal,172500.0,WD,Pave,7,918.0,243,1978,2009
None,None,0,2,Sawyer,8,6,Y,CompShg,Normal,154500.0,WD,Pave,6,1059.0,192,1963,2006
None,None,0,6,Sawyer,5,5,Y,CompShg,Normal,165000.0,WD,Pave,6,1383.0,511,1954,2008
None,None,0,6,SawyerW,5,5,Y,CompShg,Alloca,118858.0,WD,Pave,8,0.0,0,1979,2009
